833.256761	833.817176	こ こら！
833.817176	834.645522	だ だめでしょ！
834.645522	835.402378	だめでしょ！
835.402378	836.157405	あぁ～
836.157405	837.386309	ぃふわよ ぁあいい゛でしょ
837.386309	837.699578	あへ
837.960041	838.244749	あ゛へ
837.960041	838.928597	あ゛へだめでしょ
839.444564	840.152569	かわいいでしょ
840.152569	841.066515	だめでしょう！！
842.666258	844.566286	これくらいのさ気持ちで居たらさ
846.085737	846.513129	えっち
847.223096	848.039804	えっちですね
851.713243	854.291995	あ 喘いではないでしょ(笑)
860.508912	862.299751	あまりよろしくない
866.027020	868.094052	はい 入ってないよぉ！
868.804970	869.758389	入ってない！
869.943757	870.932335	だだめでしょう！
870.932335	872.581606	って言っただけ…なんだけど
879.776894	881.856682	まぁユメミ基準ではえっちではなかった
927.152831	930.019316	みんながえっちだって言うのでー(笑)
4093.107744	4101.310059	にゃっにゃ～ (BGM)
