206.261619	207.886928	NKO DICE！
208.210359	210.718643	これめっちゃやりたかったんだけどマジで (笑)
224.275422	226.872351	かなり えっちな
228.749278	230.066031	えっちな やつです
381.043206	382.393681	んにゃんにょ！
384.562824	387.932353	一発目で出るの酷いでしょ やめなーい？
393.364535	394.540396	早いんよ
860.104059	862.298306	ちょお漏らししちゃう お漏らしする
867.481752	868.842102	あぁ～にゃんこ出た！
869.736971	871.411404	なんでコレばっか出るのー？
872.167915	874.119694	あ ちんこも出たー！(笑)
956.301449	957.580513	お漏らし早い
957.580513	958.683037	出るの早い
1025.497025	1026.646297	おちんちん出したいな
1025.497025	1026.061068	おちんちん
1028.084739	1031.510546	おちんちん出すためにはお漏らししちゃダメってことでしょう
1028.084739	1028.896128	おちんちん
1034.011245	1036.671148	お漏らししちゃう…けどなぁ
1039.211236	1041.422327	お漏らしするんだけど～
1057.274458	1058.786863	あ うんちだ～～！
1058.786863	1060.187845	うんち うんち うんち うんち うんち
1111.538339	1112.914124	すぐ漏れちゃうんだけど
1220.708253	1221.826149	にゃ～～～！
1230.214784	1232.469754	ちんこにゃんこ来た よしよしよしよし
1232.792843	1233.955439	ちんこにゃんこ来た！
1233.955439	1238.628167	よしよしよしよしよしよしよし おけーおけおけおけおけ 調子良いよ調子良いよ
1250.554315	1252.889023	漏れる～！漏れるそれは漏れる
1252.889023	1254.111604	まって
1373.096949	1373.887521	おぉん！
1375.989524	1377.464268	おぉんじゃないんだよ！
1379.480772	1381.361917	おぉんで終わったんだけど
1391.265369	1394.669589	汚い喘ぎ声みたいになっちゃうでしょ～？
1537.898405	1541.601607	ちんこまんこ あにゃにゃにゃにゃんこにゃんこ！ (笑)
1537.898405	1538.871226	ちんこまんこ
1538.357642	1538.871226	まんこ
1542.705491	1545.519813	ダメだ ちょ出ると嬉しくて言っちゃうんだけど
1547.763688	1548.416673	すいません
1552.489435	1555.046531	だって 嬉しかったんですもの
1576.187786	1577.353839	ポロリした (笑)
1577.853154	1579.891342	ユメミが乳首出したみたいになってるんだけど
1634.605105	1636.031048	おにゃんのごんにゃんにょ！
1680.858491	1681.419997	にゃんこ！
1681.890506	1683.598767	にゃんことちんこ
1682.911885	1683.575018	ちんこ
1716.914307	1717.499003	にゃんこ
1719.714529	1720.235614	ちんこ！
1794.096787	1794.717911	にゃんこ！
1868.603898	1870.550608	あ漏れてるー？漏れるー！漏れたー！
1956.125793	1957.355974	うんちー！
